Property_ID,City,Locality,Locality_Tier,BHK,Carpet_Area_SqFt,Builtup_Area_SqFt,Possession_Status,RERA_Approved,Vastu_Compliance,Furnishing_Status,Metro_Proximity,Floor_Number,Total_Floors,Gated_Community,Power_Backup,Clubhouse,Reserved_Parking_Slots,Property_Age_Yrs,SalePrice_INR
1441,Mumbai,Andheri West / Powai,Mid-Tier,3,1453,1847,New Launch,1,Full Vastu,Semi-Furnished,Walkable (<500m),4,22,1,1,1,2,2,43010000.0
1442,Kolkata,New Town Action Area 1,Mid-Tier,3,1318,1815,Under Construction,1,Full Vastu,Semi-Furnished,Walkable (<500m),4,7,0,1,1,1,0,12390000.0
1443,Bengaluru,HSR Layout / Whitefield,Mid-Tier,2,1028,1299,Ready to Move,1,Partial Vastu,Semi-Furnished,Walkable (<500m),7,12,1,1,1,1,2,14620000.0
1444,Bengaluru,Electronic City,Suburban,2,1206,1654,Ready to Move,1,Full Vastu,Unfurnished,Near (1-2 km),11,12,1,1,1,2,12,10640000.0
1445,Pune,Baner / Viman Nagar,Mid-Tier,2,764,1046,Ready to Move,0,Full Vastu,Semi-Furnished,Walkable (<500m),14,22,0,1,1,2,0,7720000.0
1446,Chennai,Nungambakkam / Anna Nagar,Upscale,4,1732,2283,Ready to Move,1,Partial Vastu,Semi-Furnished,Walkable (<500m),6,12,1,1,1,0,8,30430000.0
1447,Kolkata,Park Street / Salt Lake Sec 5,Upscale,2,932,1253,Ready to Move,0,Partial Vastu,Fully Furnished,Walkable (<500m),3,22,0,1,0,1,8,10880000.0
1448,Hyderabad,Banjara Hills / Gachibowli,Upscale,3,1553,2029,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),3,4,1,1,0,2,0,29530000.0
1449,Bengaluru,Indiranagar / Lavelle Road,Prime / Ultra-Luxury,2,981,1307,Ready to Move,1,Full Vastu,Fully Furnished,Near (1-2 km),5,7,1,1,1,1,2,36710000.0
1450,Mumbai,Bandra West / BKC,Upscale,3,1446,1872,New Launch,1,Full Vastu,Fully Furnished,Near (1-2 km),1,12,1,1,1,1,0,71850000.0
1451,Hyderabad,Banjara Hills / Gachibowli,Upscale,2,921,1187,Under Construction,0,Full Vastu,Semi-Furnished,Near (1-2 km),13,35,0,1,0,1,0,15830000.0
1452,Delhi NCR,Dwarka Expressway,Emerging,2,1002,1328,Under Construction,0,Partial Vastu,Semi-Furnished,Near (1-2 km),4,4,1,1,1,1,0,6430000.0
1453,Bengaluru,HSR Layout / Whitefield,Mid-Tier,3,1791,2355,Under Construction,1,Full Vastu,Fully Furnished,Walkable (<500m),4,4,1,1,1,0,0,27570000.0
1454,Chennai,Nungambakkam / Anna Nagar,Upscale,3,1095,1451,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),4,7,0,1,1,1,0,19790000.0
1455,Mumbai,Andheri West / Powai,Mid-Tier,3,1464,1885,Ready to Move,1,Full Vastu,Fully Furnished,Near (1-2 km),12,12,1,1,0,1,0,51280000.0
1456,Delhi NCR,South Delhi (Vasant Vihar),Upscale,1,536,696,Under Construction,1,Full Vastu,Semi-Furnished,Near (1-2 km),11,12,1,1,0,1,5,16250000.0
1457,Mumbai,Andheri West / Powai,Mid-Tier,3,1336,1685,New Launch,1,Non-Vastu,Semi-Furnished,Walkable (<500m),2,22,1,1,0,1,2,34290000.0
1458,Bengaluru,HSR Layout / Whitefield,Mid-Tier,1,655,823,Ready to Move,1,Full Vastu,Unfurnished,Walkable (<500m),1,4,1,1,1,1,12,9530000.0
1459,Mumbai,Andheri West / Powai,Mid-Tier,2,859,1102,Under Construction,0,Partial Vastu,Unfurnished,Walkable (<500m),2,7,1,1,1,1,0,22080000.0
1460,Mumbai,Andheri West / Powai,Mid-Tier,2,944,1189,New Launch,1,Partial Vastu,Fully Furnished,Walkable (<500m),7,7,0,1,1,1,5,25850000.0
1461,Mumbai,Navi Mumbai (Kharghar),Emerging,2,1029,1300,Under Construction,1,Full Vastu,Unfurnished,Walkable (<500m),9,12,0,1,0,1,12,10260000.0
1462,Delhi NCR,Noida Sector 62,Suburban,2,865,1173,New Launch,1,Partial Vastu,Unfurnished,Walkable (<500m),1,12,1,1,1,0,0,8730000.0
1463,Hyderabad,HITEC City / Kondapur,Mid-Tier,5,2747,3448,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),1,4,1,1,1,1,5,31580000.0
1464,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,1,486,649,New Launch,0,Partial Vastu,Semi-Furnished,Walkable (<500m),16,35,1,1,1,1,5,7810000.0
1465,Kolkata,New Town Action Area 1,Mid-Tier,3,1789,2300,Under Construction,1,Full Vastu,Unfurnished,Walkable (<500m),1,7,1,1,0,0,20,15790000.0
1466,Bengaluru,Koramangala / Sadashivnagar,Upscale,2,901,1228,Ready to Move,1,Partial Vastu,Unfurnished,Distant (>3 km),18,22,1,1,1,2,5,15030000.0
1467,Bengaluru,Koramangala / Sadashivnagar,Upscale,1,453,595,New Launch,0,Full Vastu,Semi-Furnished,Near (1-2 km),2,12,0,1,0,1,2,7240000.0
1468,Pune,Koregaon Park,Prime / Ultra-Luxury,2,1081,1394,Ready to Move,1,Partial Vastu,Unfurnished,Distant (>3 km),6,7,1,1,1,0,8,22330000.0
1469,Mumbai,Andheri West / Powai,Mid-Tier,4,2280,3003,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),3,22,1,0,1,1,5,69780000.0
1470,Kolkata,New Town Action Area 1,Mid-Tier,3,1431,1860,Ready to Move,1,Partial Vastu,Unfurnished,Near (1-2 km),20,22,1,1,1,1,2,13790000.0
1471,Mumbai,Bandra West / BKC,Upscale,4,2453,3246,Ready to Move,1,Full Vastu,Fully Furnished,Walkable (<500m),3,12,1,1,1,0,8,120530000.0
1472,Kolkata,Rajarhat,Emerging,5,4239,5362,Ready to Move,1,Partial Vastu,Semi-Furnished,Near (1-2 km),1,12,1,1,1,0,5,20140000.0
1473,Mumbai,Thane West,Suburban,2,1289,1778,Under Construction,1,Full Vastu,Semi-Furnished,Walkable (<500m),6,7,1,1,0,0,0,23460000.0
1474,Pune,Baner / Viman Nagar,Mid-Tier,2,1067,1393,Ready to Move,1,Full Vastu,Unfurnished,Walkable (<500m),6,12,1,1,1,1,12,11420000.0
1475,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,3,1819,2356,Ready to Move,1,Partial Vastu,Semi-Furnished,Distant (>3 km),3,7,1,1,1,1,2,35840000.0
1476,Kolkata,EM Bypass,Suburban,2,877,1177,Ready to Move,1,Non-Vastu,Semi-Furnished,Near (1-2 km),16,22,1,1,0,2,5,4670000.0
1477,Mumbai,Bandra West / BKC,Upscale,2,803,1042,Ready to Move,1,Full Vastu,Unfurnished,Distant (>3 km),3,7,1,1,1,1,2,34710000.0
1478,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,2,958,1301,Under Construction,1,Non-Vastu,Semi-Furnished,Walkable (<500m),1,4,1,1,1,1,12,13280000.0
1479,Kolkata,Park Street / Salt Lake Sec 5,Upscale,2,965,1263,Under Construction,1,Partial Vastu,Semi-Furnished,Walkable (<500m),2,7,1,1,1,1,5,13400000.0
1480,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,2,796,1069,New Launch,1,Partial Vastu,Semi-Furnished,Walkable (<500m),2,7,1,1,1,1,5,13280000.0
1481,Delhi NCR,South Delhi (Vasant Vihar),Upscale,2,925,1169,Under Construction,1,Full Vastu,Unfurnished,Near (1-2 km),7,12,0,1,1,1,30,18160000.0
1482,Hyderabad,Miyapur / Kukatpally,Suburban,2,1006,1368,Ready to Move,1,Full Vastu,Unfurnished,Near (1-2 km),5,7,1,1,1,1,2,8440000.0
1483,Bengaluru,Electronic City,Suburban,2,1001,1347,New Launch,1,Partial Vastu,Fully Furnished,Distant (>3 km),8,22,1,1,1,1,0,7990000.0
1484,Delhi NCR,South Delhi (Vasant Vihar),Upscale,2,1021,1304,Under Construction,1,Full Vastu,Semi-Furnished,Walkable (<500m),6,7,1,1,0,1,5,32420000.0
1485,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,2,991,1257,Ready to Move,1,Full Vastu,Semi-Furnished,Near (1-2 km),2,22,1,1,1,2,2,26220000.0
1486,Chennai,GST Road (Tambaram),Emerging,3,1432,1849,Under Construction,1,Full Vastu,Semi-Furnished,Walkable (<500m),10,12,1,1,1,1,5,7260000.0
1487,Mumbai,Andheri West / Powai,Mid-Tier,1,479,660,New Launch,0,Full Vastu,Unfurnished,Walkable (<500m),8,50,1,1,0,1,5,10270000.0
1488,Bengaluru,Electronic City,Suburban,2,779,1000,Under Construction,1,Partial Vastu,Semi-Furnished,Near (1-2 km),7,50,0,1,1,0,5,5830000.0
1489,Chennai,Velachery / Adyar,Mid-Tier,3,1964,2571,Ready to Move,1,Partial Vastu,Unfurnished,Near (1-2 km),13,22,1,1,1,1,2,22080000.0
1490,Pune,Kalyani Nagar / Prabhat Road,Upscale,2,951,1192,Under Construction,1,Partial Vastu,Semi-Furnished,Walkable (<500m),19,22,1,1,1,1,12,16160000.0
1491,Bengaluru,Koramangala / Sadashivnagar,Upscale,2,917,1194,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),8,12,1,1,0,2,5,21380000.0
1492,Delhi NCR,South Delhi (Vasant Vihar),Upscale,3,1334,1767,Ready to Move,1,Full Vastu,Fully Furnished,Walkable (<500m),15,22,1,1,1,1,12,40400000.0
1493,Bengaluru,HSR Layout / Whitefield,Mid-Tier,2,1368,1880,Ready to Move,0,Full Vastu,Semi-Furnished,Walkable (<500m),2,35,1,1,0,0,12,14300000.0
1494,Mumbai,Bandra West / BKC,Upscale,3,1300,1712,Ready to Move,1,Full Vastu,Unfurnished,Walkable (<500m),2,4,1,1,0,0,0,68610000.0
1495,Bengaluru,HSR Layout / Whitefield,Mid-Tier,3,1450,1967,Ready to Move,0,Partial Vastu,Semi-Furnished,Walkable (<500m),5,12,1,1,1,1,8,17140000.0
1496,Bengaluru,HSR Layout / Whitefield,Mid-Tier,3,1646,2175,Ready to Move,1,Partial Vastu,Unfurnished,Walkable (<500m),3,7,1,1,0,0,2,24930000.0
1497,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,2,1035,1299,Under Construction,0,Full Vastu,Unfurnished,Distant (>3 km),1,12,1,1,1,2,12,14180000.0
1498,Mumbai,Thane West,Suburban,1,594,767,Under Construction,1,Partial Vastu,Unfurnished,Distant (>3 km),7,12,1,1,1,2,8,8400000.0
1499,Kolkata,Rajarhat,Emerging,2,1207,1599,New Launch,1,Full Vastu,Semi-Furnished,Near (1-2 km),2,12,1,1,1,2,0,5010000.0
1500,Kolkata,New Town Action Area 1,Mid-Tier,2,1022,1404,Ready to Move,1,Partial Vastu,Unfurnished,Distant (>3 km),1,12,1,1,1,1,20,7810000.0
1501,Hyderabad,Miyapur / Kukatpally,Suburban,2,799,1088,Ready to Move,1,Full Vastu,Semi-Furnished,Near (1-2 km),1,50,1,1,0,1,8,6030000.0
1502,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,2,913,1168,New Launch,1,Partial Vastu,Fully Furnished,Walkable (<500m),7,12,0,1,1,2,20,15650000.0
1503,Bengaluru,HSR Layout / Whitefield,Mid-Tier,2,993,1270,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),17,22,1,1,1,2,0,16400000.0
1504,Pune,Hinjawadi Phase 3,Emerging,1,681,869,Under Construction,1,Full Vastu,Unfurnished,Distant (>3 km),1,7,1,1,0,2,12,2980000.0
1505,Hyderabad,Banjara Hills / Gachibowli,Upscale,2,750,1027,Under Construction,1,Full Vastu,Unfurnished,Near (1-2 km),6,12,1,1,0,2,5,10940000.0
1506,Mumbai,South Mumbai (Worli/Malabar Hill),Prime / Ultra-Luxury,2,1121,1526,Ready to Move,1,Full Vastu,Semi-Furnished,Near (1-2 km),4,12,1,1,0,1,5,81430000.0
1507,Chennai,OMR (Perungudi),Suburban,3,1591,2149,Under Construction,1,Full Vastu,Fully Furnished,Distant (>3 km),4,7,1,1,0,0,12,9320000.0
1508,Pune,Baner / Viman Nagar,Mid-Tier,1,585,761,Under Construction,0,Full Vastu,Unfurnished,Near (1-2 km),4,12,1,1,1,1,5,4280000.0
1509,Chennai,OMR (Perungudi),Suburban,2,935,1230,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),12,12,0,1,1,1,5,7630000.0
1510,Hyderabad,Miyapur / Kukatpally,Suburban,4,2096,2747,Ready to Move,1,Partial Vastu,Semi-Furnished,Walkable (<500m),5,12,0,0,1,1,2,17960000.0
1511,Delhi NCR,"Golf Course Road, Gurgaon",Prime / Ultra-Luxury,2,1056,1355,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),2,12,1,1,1,2,8,48720000.0
1512,Bengaluru,Electronic City,Suburban,2,1043,1372,Ready to Move,1,Partial Vastu,Fully Furnished,Walkable (<500m),5,12,1,1,1,2,5,11680000.0
1513,Chennai,Velachery / Adyar,Mid-Tier,1,595,746,Ready to Move,0,Full Vastu,Semi-Furnished,Walkable (<500m),2,7,1,1,0,1,12,6260000.0
1514,Pune,Baner / Viman Nagar,Mid-Tier,3,1546,1959,Ready to Move,1,Non-Vastu,Fully Furnished,Walkable (<500m),12,12,1,1,0,0,2,17730000.0
1515,Mumbai,Andheri West / Powai,Mid-Tier,2,864,1180,Ready to Move,1,Non-Vastu,Semi-Furnished,Walkable (<500m),4,4,1,1,1,1,2,26400000.0
1516,Mumbai,Thane West,Suburban,2,727,980,New Launch,1,Full Vastu,Semi-Furnished,Near (1-2 km),2,7,1,1,0,1,0,13500000.0
1517,Bengaluru,Indiranagar / Lavelle Road,Prime / Ultra-Luxury,2,1066,1391,Ready to Move,1,Partial Vastu,Semi-Furnished,Walkable (<500m),3,4,1,1,1,1,8,32030000.0
1518,Pune,Baner / Viman Nagar,Mid-Tier,3,1648,2171,Ready to Move,1,Full Vastu,Unfurnished,Near (1-2 km),2,4,1,1,1,1,2,18760000.0
1519,Kolkata,New Town Action Area 1,Mid-Tier,2,812,1054,Ready to Move,0,Non-Vastu,Semi-Furnished,Near (1-2 km),5,7,1,1,0,0,2,5610000.0
1520,Mumbai,Andheri West / Powai,Mid-Tier,1,477,642,Ready to Move,1,Full Vastu,Unfurnished,Near (1-2 km),2,4,0,1,1,0,8,12460000.0
1521,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,3,1441,1948,Ready to Move,1,Full Vastu,Unfurnished,Distant (>3 km),6,7,1,0,0,1,2,25380000.0
1522,Bengaluru,Koramangala / Sadashivnagar,Upscale,2,738,996,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),9,12,1,1,1,1,12,14700000.0
1523,Kolkata,Park Street / Salt Lake Sec 5,Upscale,3,1359,1826,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),4,4,1,1,0,0,5,17830000.0
1524,Pune,Kalyani Nagar / Prabhat Road,Upscale,2,788,1006,Under Construction,0,Full Vastu,Fully Furnished,Near (1-2 km),5,12,1,1,1,2,20,11650000.0
1525,Pune,Wakad / Kharadi,Suburban,3,1454,1881,New Launch,1,Partial Vastu,Semi-Furnished,Near (1-2 km),4,35,1,1,1,1,0,9310000.0
1526,Bengaluru,Koramangala / Sadashivnagar,Upscale,2,844,1107,Ready to Move,1,Full Vastu,Semi-Furnished,Near (1-2 km),6,22,1,1,1,0,2,16790000.0
1527,Bengaluru,Koramangala / Sadashivnagar,Upscale,3,1171,1514,Ready to Move,1,Full Vastu,Unfurnished,Walkable (<500m),2,7,1,1,1,1,2,28920000.0
1528,Bengaluru,Yelahanka / Devanahalli,Emerging,4,3128,4217,Under Construction,1,Full Vastu,Fully Furnished,Near (1-2 km),13,35,1,1,1,2,8,19300000.0
1529,Mumbai,South Mumbai (Worli/Malabar Hill),Prime / Ultra-Luxury,2,1128,1458,Under Construction,1,Full Vastu,Semi-Furnished,Distant (>3 km),7,7,1,1,1,1,0,68590000.0
1530,Pune,Hinjawadi Phase 3,Emerging,2,838,1063,Ready to Move,1,Full Vastu,Semi-Furnished,Near (1-2 km),3,4,1,1,0,1,2,4380000.0
1531,Pune,Baner / Viman Nagar,Mid-Tier,2,988,1286,New Launch,1,Partial Vastu,Semi-Furnished,Walkable (<500m),30,50,1,1,0,2,12,8840000.0
1532,Kolkata,EM Bypass,Suburban,2,1009,1390,Ready to Move,0,Full Vastu,Unfurnished,Distant (>3 km),10,22,0,1,1,1,0,4760000.0
1533,Kolkata,Park Street / Salt Lake Sec 5,Upscale,2,1119,1432,Ready to Move,1,Partial Vastu,Semi-Furnished,Near (1-2 km),4,12,1,1,1,0,8,14280000.0
1534,Delhi NCR,"Golf Course Road, Gurgaon",Prime / Ultra-Luxury,2,833,1108,Under Construction,1,Full Vastu,Fully Furnished,Near (1-2 km),9,12,1,1,0,1,8,32640000.0
1535,Hyderabad,HITEC City / Kondapur,Mid-Tier,2,1105,1443,New Launch,1,Full Vastu,Unfurnished,Walkable (<500m),12,12,1,1,1,2,0,13580000.0
1536,Chennai,OMR (Perungudi),Suburban,2,871,1097,Under Construction,1,Partial Vastu,Semi-Furnished,Near (1-2 km),7,7,1,1,1,1,8,6700000.0
1537,Pune,Baner / Viman Nagar,Mid-Tier,2,759,997,Ready to Move,1,Full Vastu,Fully Furnished,Walkable (<500m),5,7,1,1,1,2,5,10730000.0
1538,Mumbai,Bandra West / BKC,Upscale,3,1718,2304,Ready to Move,1,Full Vastu,Unfurnished,Walkable (<500m),5,12,1,1,1,1,2,88350000.0
1539,Bengaluru,HSR Layout / Whitefield,Mid-Tier,1,620,816,Ready to Move,0,Partial Vastu,Fully Furnished,Near (1-2 km),26,35,1,1,1,1,2,6940000.0
1540,Mumbai,Andheri West / Powai,Mid-Tier,1,721,983,Ready to Move,0,Full Vastu,Fully Furnished,Walkable (<500m),1,4,1,0,1,1,12,20660000.0
1541,Chennai,Velachery / Adyar,Mid-Tier,2,779,1003,Under Construction,1,Full Vastu,Semi-Furnished,Near (1-2 km),10,22,1,1,1,1,0,7890000.0
1542,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,2,1049,1323,Under Construction,1,Partial Vastu,Unfurnished,Near (1-2 km),4,4,0,1,1,2,5,16830000.0
1543,Mumbai,Thane West,Suburban,2,891,1222,Under Construction,1,Partial Vastu,Unfurnished,Walkable (<500m),10,12,1,1,1,2,8,18050000.0
1544,Hyderabad,HITEC City / Kondapur,Mid-Tier,2,1061,1378,New Launch,1,Full Vastu,Unfurnished,Near (1-2 km),6,12,1,0,1,2,0,12740000.0
1545,Delhi NCR,"Golf Course Road, Gurgaon",Prime / Ultra-Luxury,2,740,980,Ready to Move,1,Full Vastu,Semi-Furnished,Distant (>3 km),8,12,0,1,0,3,20,26580000.0
1546,Bengaluru,HSR Layout / Whitefield,Mid-Tier,3,1256,1699,Under Construction,1,Full Vastu,Semi-Furnished,Walkable (<500m),1,4,1,1,0,1,2,18650000.0
1547,Mumbai,South Mumbai (Worli/Malabar Hill),Prime / Ultra-Luxury,1,459,593,Under Construction,1,Full Vastu,Semi-Furnished,Near (1-2 km),5,12,0,1,1,2,2,35970000.0
1548,Hyderabad,HITEC City / Kondapur,Mid-Tier,3,1568,2106,Ready to Move,1,Partial Vastu,Semi-Furnished,Walkable (<500m),3,12,1,1,1,1,5,20320000.0
1549,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,3,1400,1775,Under Construction,1,Partial Vastu,Unfurnished,Near (1-2 km),3,4,1,1,1,0,0,23380000.0
1550,Hyderabad,Jubilee Hills,Prime / Ultra-Luxury,3,1703,2193,Ready to Move,1,Partial Vastu,Semi-Furnished,Walkable (<500m),2,4,1,1,1,1,5,47140000.0
1551,Delhi NCR,South Delhi (Vasant Vihar),Upscale,4,2769,3513,Under Construction,1,Full Vastu,Semi-Furnished,Walkable (<500m),11,12,1,1,0,1,12,75590000.0
1552,Pune,Koregaon Park,Prime / Ultra-Luxury,1,566,767,Ready to Move,0,Full Vastu,Fully Furnished,Walkable (<500m),12,12,1,0,1,2,0,12860000.0
1553,Delhi NCR,Noida Sector 62,Suburban,2,1180,1509,Ready to Move,0,Partial Vastu,Semi-Furnished,Distant (>3 km),3,7,0,1,1,1,2,10080000.0
1554,Delhi NCR,Noida Sector 62,Suburban,3,1646,2211,Under Construction,1,Full Vastu,Semi-Furnished,Near (1-2 km),2,12,0,1,1,2,0,19320000.0
1555,Pune,Koregaon Park,Prime / Ultra-Luxury,2,776,1065,Under Construction,1,Partial Vastu,Semi-Furnished,Near (1-2 km),32,35,1,1,0,0,8,15050000.0
1556,Bengaluru,Yelahanka / Devanahalli,Emerging,2,1144,1508,Ready to Move,1,Partial Vastu,Semi-Furnished,Walkable (<500m),3,4,1,1,1,2,0,9610000.0
1557,Mumbai,Andheri West / Powai,Mid-Tier,3,1409,1860,Ready to Move,1,Non-Vastu,Semi-Furnished,Near (1-2 km),8,12,1,1,1,1,2,41720000.0
1558,Mumbai,Bandra West / BKC,Upscale,3,1761,2307,Ready to Move,1,Full Vastu,Fully Furnished,Walkable (<500m),4,4,1,1,1,1,5,103450000.0
1559,Hyderabad,Jubilee Hills,Prime / Ultra-Luxury,4,2966,3833,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),2,4,1,1,1,1,2,89880000.0
1560,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,5,4060,5326,Under Construction,1,Partial Vastu,Semi-Furnished,Near (1-2 km),4,7,1,1,1,1,0,77080000.0
1561,Hyderabad,HITEC City / Kondapur,Mid-Tier,3,1202,1597,New Launch,1,Partial Vastu,Unfurnished,Walkable (<500m),9,12,1,1,1,1,20,9830000.0
1562,Mumbai,Andheri West / Powai,Mid-Tier,2,819,1129,Ready to Move,1,Partial Vastu,Unfurnished,Walkable (<500m),16,22,1,1,1,1,2,26840000.0
1563,Mumbai,South Mumbai (Worli/Malabar Hill),Prime / Ultra-Luxury,3,1857,2548,Under Construction,0,Full Vastu,Semi-Furnished,Near (1-2 km),2,7,1,1,1,1,2,119540000.0
1564,Mumbai,South Mumbai (Worli/Malabar Hill),Prime / Ultra-Luxury,1,506,689,Ready to Move,1,Partial Vastu,Unfurnished,Near (1-2 km),9,12,1,1,1,0,0,41550000.0
1565,Bengaluru,HSR Layout / Whitefield,Mid-Tier,2,961,1312,Under Construction,1,Partial Vastu,Unfurnished,Walkable (<500m),8,12,1,1,1,0,12,9540000.0
1566,Delhi NCR,South Delhi (Vasant Vihar),Upscale,3,1726,2262,Ready to Move,1,Full Vastu,Semi-Furnished,Walkable (<500m),3,7,0,0,1,1,2,51600000.0
1567,Bengaluru,Koramangala / Sadashivnagar,Upscale,2,1049,1401,Ready to Move,1,Full Vastu,Unfurnished,Walkable (<500m),10,12,1,1,0,2,0,20570000.0
1568,Bengaluru,Koramangala / Sadashivnagar,Upscale,2,989,1351,Under Construction,1,Partial Vastu,Semi-Furnished,Distant (>3 km),1,22,1,1,0,1,2,15510000.0
1569,Chennai,OMR (Perungudi),Suburban,1,503,654,Ready to Move,1,Full Vastu,Semi-Furnished,Near (1-2 km),21,22,0,1,0,2,30,2870000.0
1570,Bengaluru,Electronic City,Suburban,3,1477,2031,Under Construction,1,Full Vastu,Semi-Furnished,Near (1-2 km),11,22,1,1,1,1,0,13480000.0
1571,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,2,1072,1398,Under Construction,1,Partial Vastu,Unfurnished,Distant (>3 km),2,7,0,1,1,2,0,20180000.0
1572,Hyderabad,Miyapur / Kukatpally,Suburban,3,1678,2229,Ready to Move,1,Full Vastu,Unfurnished,Near (1-2 km),21,22,1,1,1,1,5,14960000.0
1573,Bengaluru,Koramangala / Sadashivnagar,Upscale,2,913,1225,Ready to Move,1,Partial Vastu,Semi-Furnished,Distant (>3 km),5,7,0,1,1,0,2,15700000.0
1574,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,3,1801,2474,Under Construction,1,Full Vastu,Semi-Furnished,Walkable (<500m),15,22,1,1,1,1,8,35430000.0
1575,Pune,Kalyani Nagar / Prabhat Road,Upscale,3,1519,1947,Under Construction,1,Full Vastu,Semi-Furnished,Walkable (<500m),9,35,1,0,1,1,8,25970000.0
1576,Chennai,Velachery / Adyar,Mid-Tier,2,828,1115,Ready to Move,1,Non-Vastu,Unfurnished,Near (1-2 km),1,4,1,1,1,1,0,8770000.0
1577,Mumbai,Navi Mumbai (Kharghar),Emerging,2,841,1108,Ready to Move,1,Non-Vastu,Semi-Furnished,Walkable (<500m),1,12,1,1,1,1,5,10250000.0
1578,Chennai,Velachery / Adyar,Mid-Tier,2,810,1041,Under Construction,1,Full Vastu,Unfurnished,Near (1-2 km),7,12,1,1,1,0,0,8260000.0
1579,Delhi NCR,South Delhi (Vasant Vihar),Upscale,4,2301,3109,Ready to Move,1,Partial Vastu,Fully Furnished,Walkable (<500m),12,22,1,1,1,1,2,81820000.0
1580,Bengaluru,HSR Layout / Whitefield,Mid-Tier,3,1836,2427,Ready to Move,0,Full Vastu,Fully Furnished,Near (1-2 km),3,7,1,1,1,1,8,23490000.0
1581,Bengaluru,Koramangala / Sadashivnagar,Upscale,4,2110,2819,Ready to Move,0,Full Vastu,Semi-Furnished,Walkable (<500m),42,50,1,1,1,1,2,42030000.0
1582,Kolkata,EM Bypass,Suburban,2,976,1261,Under Construction,1,Full Vastu,Semi-Furnished,Walkable (<500m),3,12,1,1,1,1,0,7630000.0
1583,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,3,1397,1834,Under Construction,0,Full Vastu,Semi-Furnished,Distant (>3 km),5,7,1,1,0,1,0,21330000.0
1584,Bengaluru,HSR Layout / Whitefield,Mid-Tier,3,1489,1981,New Launch,1,Partial Vastu,Semi-Furnished,Distant (>3 km),4,4,0,1,0,0,12,11820000.0
1585,Delhi NCR,"Cyber City, Gurgaon",Mid-Tier,3,1198,1561,Under Construction,0,Partial Vastu,Semi-Furnished,Distant (>3 km),6,22,1,1,1,1,12,13170000.0
1586,Mumbai,Andheri West / Powai,Mid-Tier,4,2320,2960,New Launch,1,Non-Vastu,Fully Furnished,Near (1-2 km),3,4,1,1,0,1,2,60410000.0
1587,Mumbai,South Mumbai (Worli/Malabar Hill),Prime / Ultra-Luxury,2,922,1268,Ready to Move,1,Partial Vastu,Semi-Furnished,Near (1-2 km),3,4,1,1,1,0,0,69800000.0
1588,Mumbai,Andheri West / Powai,Mid-Tier,1,562,740,Under Construction,1,Full Vastu,Semi-Furnished,Near (1-2 km),9,12,1,1,1,1,30,10940000.0
1589,Mumbai,Bandra West / BKC,Upscale,3,1601,2154,Ready to Move,1,Partial Vastu,Semi-Furnished,Walkable (<500m),3,12,1,1,1,0,5,67820000.0
1590,Mumbai,Andheri West / Powai,Mid-Tier,3,1271,1657,Under Construction,1,Non-Vastu,Semi-Furnished,Walkable (<500m),2,12,1,0,0,3,5,33480000.0
1591,Mumbai,Thane West,Suburban,2,1104,1431,Ready to Move,0,Partial Vastu,Semi-Furnished,Walkable (<500m),9,12,1,1,1,1,8,18960000.0
1592,Delhi NCR,Noida Sector 62,Suburban,2,979,1276,Ready to Move,1,Partial Vastu,Unfurnished,Distant (>3 km),15,22,1,1,1,1,0,10770000.0
1593,Mumbai,Andheri West / Powai,Mid-Tier,2,978,1275,Under Construction,1,Non-Vastu,Semi-Furnished,Walkable (<500m),29,50,0,1,1,1,5,24160000.0
1594,Bengaluru,HSR Layout / Whitefield,Mid-Tier,2,948,1252,Under Construction,1,Full Vastu,Unfurnished,Distant (>3 km),6,7,0,1,0,2,12,9230000.0
